award_piid,pe_bli,adjudicated_confidence,award_verdict,pair_reason,basis,evidence,note,refuter_lenses_passed
HR001119C0012,0602026E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0603286E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0603766E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0601101E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0605502E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0603767E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0603739E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0602025E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0603287E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0602702E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0603468E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0603469E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0602716E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0605001E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0601122E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0603760E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0605898E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0602115E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0601117E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",
HR001119C0012,0602715E,high,pinned,pinned-here,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...characterizing marine biological behavior'","0603766E mentions PALS only as cross-ref 'budgeted in PE 0602715E, Project MBT-02', confirming 0602715E as home PE.",2
HR001119C0013,0602024E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0601122E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0602716E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0602026E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0603767E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0602025E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0603469E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0605502E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0603766E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0602715E,high,pinned,pinned-here,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,2
HR001119C0013,0601101E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0602115E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0602303E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0603287E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0602023E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0605898E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0603760E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0603467E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0603739E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0605001E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0602702E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0601117E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0603468E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0013,0603286E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E narrative, titled program: 'The Persistent Aquatic Living Sensors program developed novel capabilities...' — matches PALS/TABSS description.",Same PALS pin as C0012; 0603766E hit is only a cross-reference naming 0602715E as the funding PE.,
HR001119C0014,0602025E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0603468E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0603467E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0605898E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0602716E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0602024E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0602023E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0603286E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0603766E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0602026E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0601117E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0603767E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0605502E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0601101E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0605001E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0603739E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0602115E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0603287E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0602715E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0603469E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0603760E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0602702E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0601122E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0014,0602303E,medium,darpa_unpinned,unpinned-pool,,,"SIGMA+ named explicitly, HR0011 office, but SIGMA+ appears nowhere in the 24-PE corpus (only false hit: recipient SIGMATECH). Likely funded under a chem-bio PE outside the candidate set.",
HR001119C0016,0603760E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0603287E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0603739E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0601117E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0602026E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0603468E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0601101E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0601122E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0605001E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0603766E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0602716E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0602025E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0602702E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0605898E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0602115E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0602303E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0605502E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0602024E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0603286E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0602715E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0603767E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0603469E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0602023E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0016,0603467E,medium,darpa_unpinned,unpinned-pool,,,"Description is only 'DARPA RESEARCH PROJECT' — HR0011 office confirms DARPA, but no program name or subject matter to pin a PE.",
HR001119C0017,0603760E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0603469E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0603767E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0605502E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0602115E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0601122E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0602023E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0603467E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0602715E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0603766E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0602026E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0602025E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0603286E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0601117E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0603739E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0602303E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0603468E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0602702E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0602024E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0605898E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0605001E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
HR001119C0017,0601101E,medium,darpa_unpinned,unpinned-pool,,,"MULTIMORPHIC (magnetostatic spin-wave resonators) not named in corpus; 'resonator' hits in 0602025E/0602716E are unrelated programs (HALOVS, quantum sensing).",
